x_col_pos,y_row_pos,x_col_vel,y_row_vel,x_col_acc,y_row_acc,space,r,fin,q,t
1,1,0,0,-1,-1,F,0,True,0.0,0
1,1,0,0,-1,0,F,0,True,0.0,0
1,1,0,0,-1,1,F,0,True,0.0,0
1,1,0,0,0,-1,F,0,True,0.0,0
1,1,0,0,0,0,F,0,True,0.0,0
1,1,0,0,0,1,F,0,True,0.0,0
1,1,0,0,1,-1,F,0,True,0.0,0
1,1,0,0,1,0,F,0,True,0.0,0
1,1,0,0,1,1,F,0,True,0.0,0
1,1,1,0,-1,-1,F,0,True,0.0,0
1,1,1,0,-1,0,F,0,True,0.0,0
1,1,1,0,-1,1,F,0,True,0.0,0
1,1,1,0,0,-1,F,0,True,0.0,0
1,1,1,0,0,0,F,0,True,0.0,0
1,1,1,0,0,1,F,0,True,0.0,0
1,1,1,0,1,-1,F,0,True,0.0,0
1,1,1,0,1,0,F,0,True,0.0,0
1,1,1,0,1,1,F,0,True,0.0,0
1,1,-1,0,-1,-1,F,0,True,0.0,0
1,1,-1,0,-1,0,F,0,True,0.0,0
1,1,-1,0,-1,1,F,0,True,0.0,0
1,1,-1,0,0,-1,F,0,True,0.0,0
1,1,-1,0,0,0,F,0,True,0.0,0
1,1,-1,0,0,1,F,0,True,0.0,0
1,1,-1,0,1,-1,F,0,True,0.0,0
1,1,-1,0,1,0,F,0,True,0.0,0
1,1,-1,0,1,1,F,0,True,0.0,0
1,1,2,0,-1,-1,F,0,True,0.0,0
1,1,2,0,-1,0,F,0,True,0.0,0
1,1,2,0,-1,1,F,0,True,0.0,0
1,1,2,0,0,-1,F,0,True,0.0,0
1,1,2,0,0,0,F,0,True,0.0,0
1,1,2,0,0,1,F,0,True,0.0,0
1,1,2,0,1,-1,F,0,True,0.0,0
1,1,2,0,1,0,F,0,True,0.0,0
1,1,2,0,1,1,F,0,True,0.0,0
1,1,-2,0,-1,-1,F,0,True,0.0,0
1,1,-2,0,-1,0,F,0,True,0.0,0
1,1,-2,0,-1,1,F,0,True,0.0,0
1,1,-2,0,0,-1,F,0,True,0.0,0
1,1,-2,0,0,0,F,0,True,0.0,0
1,1,-2,0,0,1,F,0,True,0.0,0
1,1,-2,0,1,-1,F,0,True,0.0,0
1,1,-2,0,1,0,F,0,True,0.0,0
1,1,-2,0,1,1,F,0,True,0.0,0
1,1,3,0,-1,-1,F,0,True,0.0,0
1,1,3,0,-1,0,F,0,True,0.0,0
1,1,3,0,-1,1,F,0,True,0.0,0
1,1,3,0,0,-1,F,0,True,0.0,0
1,1,3,0,0,0,F,0,True,0.0,0
1,1,3,0,0,1,F,0,True,0.0,0
1,1,3,0,1,-1,F,0,True,0.0,0
1,1,3,0,1,0,F,0,True,0.0,0
1,1,3,0,1,1,F,0,True,0.0,0
1,1,-3,0,-1,-1,F,0,True,0.0,0
1,1,-3,0,-1,0,F,0,True,0.0,0
1,1,-3,0,-1,1,F,0,True,0.0,0
1,1,-3,0,0,-1,F,0,True,0.0,0
1,1,-3,0,0,0,F,0,True,0.0,0
1,1,-3,0,0,1,F,0,True,0.0,0
1,1,-3,0,1,-1,F,0,True,0.0,0
1,1,-3,0,1,0,F,0,True,0.0,0
1,1,-3,0,1,1,F,0,True,0.0,0
1,1,4,0,-1,-1,F,0,True,0.0,0
1,1,4,0,-1,0,F,0,True,0.0,0
1,1,4,0,-1,1,F,0,True,0.0,0
1,1,4,0,0,-1,F,0,True,0.0,0
1,1,4,0,0,0,F,0,True,0.0,0
1,1,4,0,0,1,F,0,True,0.0,0
1,1,4,0,1,-1,F,0,True,0.0,0
1,1,4,0,1,0,F,0,True,0.0,0
1,1,4,0,1,1,F,0,True,0.0,0
1,1,-4,0,-1,-1,F,0,True,0.0,0
1,1,-4,0,-1,0,F,0,True,0.0,0
1,1,-4,0,-1,1,F,0,True,0.0,0
1,1,-4,0,0,-1,F,0,True,0.0,0
1,1,-4,0,0,0,F,0,True,0.0,0
1,1,-4,0,0,1,F,0,True,0.0,0
1,1,-4,0,1,-1,F,0,True,0.0,0
1,1,-4,0,1,0,F,0,True,0.0,0
1,1,-4,0,1,1,F,0,True,0.0,0
1,1,5,0,-1,-1,F,0,True,0.0,0
1,1,5,0,-1,0,F,0,True,0.0,0
1,1,5,0,-1,1,F,0,True,0.0,0
1,1,5,0,0,-1,F,0,True,0.0,0
1,1,5,0,0,0,F,0,True,0.0,0
1,1,5,0,0,1,F,0,True,0.0,0
1,1,5,0,1,-1,F,0,True,0.0,0
1,1,5,0,1,0,F,0,True,0.0,0
1,1,5,0,1,1,F,0,True,0.0,0
1,1,-5,0,-1,-1,F,0,True,0.0,0
1,1,-5,0,-1,0,F,0,True,0.0,0
1,1,-5,0,-1,1,F,0,True,0.0,0
1,1,-5,0,0,-1,F,0,True,0.0,0
1,1,-5,0,0,0,F,0,True,0.0,0
1,1,-5,0,0,1,F,0,True,0.0,0
1,1,-5,0,1,-1,F,0,True,0.0,0
1,1,-5,0,1,0,F,0,True,0.0,0
1,1,-5,0,1,1,F,0,True,0.0,0
1,1,0,1,-1,-1,F,0,True,0.0,0
1,1,0,1,-1,0,F,0,True,0.0,0
1,1,0,1,-1,1,F,0,True,0.0,0
1,1,0,1,0,-1,F,0,True,0.0,0
1,1,0,1,0,0,F,0,True,0.0,0
1,1,0,1,0,1,F,0,True,0.0,0
1,1,0,1,1,-1,F,0,True,0.0,0
1,1,0,1,1,0,F,0,True,0.0,0
1,1,0,1,1,1,F,0,True,0.0,0
1,1,1,1,-1,-1,F,0,True,0.0,0
1,1,1,1,-1,0,F,0,True,0.0,0
1,1,1,1,-1,1,F,0,True,0.0,0
1,1,1,1,0,-1,F,0,True,0.0,0
1,1,1,1,0,0,F,0,True,0.0,0
1,1,1,1,0,1,F,0,True,0.0,0
1,1,1,1,1,-1,F,0,True,0.0,0
1,1,1,1,1,0,F,0,True,0.0,0
1,1,1,1,1,1,F,0,True,0.0,0
1,1,-1,1,-1,-1,F,0,True,0.0,0
1,1,-1,1,-1,0,F,0,True,0.0,0
1,1,-1,1,-1,1,F,0,True,0.0,0
1,1,-1,1,0,-1,F,0,True,0.0,0
1,1,-1,1,0,0,F,0,True,0.0,0
1,1,-1,1,0,1,F,0,True,0.0,0
1,1,-1,1,1,-1,F,0,True,0.0,0
1,1,-1,1,1,0,F,0,True,0.0,0
1,1,-1,1,1,1,F,0,True,0.0,0
1,1,2,1,-1,-1,F,0,True,0.0,0
1,1,2,1,-1,0,F,0,True,0.0,0
1,1,2,1,-1,1,F,0,True,0.0,0
1,1,2,1,0,-1,F,0,True,0.0,0
1,1,2,1,0,0,F,0,True,0.0,0
1,1,2,1,0,1,F,0,True,0.0,0
1,1,2,1,1,-1,F,0,True,0.0,0
1,1,2,1,1,0,F,0,True,0.0,0
1,1,2,1,1,1,F,0,True,0.0,0
1,1,-2,1,-1,-1,F,0,True,0.0,0
1,1,-2,1,-1,0,F,0,True,0.0,0
1,1,-2,1,-1,1,F,0,True,0.0,0
1,1,-2,1,0,-1,F,0,True,0.0,0
1,1,-2,1,0,0,F,0,True,0.0,0
1,1,-2,1,0,1,F,0,True,0.0,0
1,1,-2,1,1,-1,F,0,True,0.0,0
1,1,-2,1,1,0,F,0,True,0.0,0
1,1,-2,1,1,1,F,0,True,0.0,0
1,1,3,1,-1,-1,F,0,True,0.0,0
1,1,3,1,-1,0,F,0,True,0.0,0
1,1,3,1,-1,1,F,0,True,0.0,0
1,1,3,1,0,-1,F,0,True,0.0,0
1,1,3,1,0,0,F,0,True,0.0,0
1,1,3,1,0,1,F,0,True,0.0,0
1,1,3,1,1,-1,F,0,True,0.0,0
1,1,3,1,1,0,F,0,True,0.0,0
1,1,3,1,1,1,F,0,True,0.0,0
1,1,-3,1,-1,-1,F,0,True,0.0,0
1,1,-3,1,-1,0,F,0,True,0.0,0
1,1,-3,1,-1,1,F,0,True,0.0,0
1,1,-3,1,0,-1,F,0,True,0.0,0
1,1,-3,1,0,0,F,0,True,0.0,0
1,1,-3,1,0,1,F,0,True,0.0,0
1,1,-3,1,1,-1,F,0,True,0.0,0
1,1,-3,1,1,0,F,0,True,0.0,0
1,1,-3,1,1,1,F,0,True,0.0,0
1,1,4,1,-1,-1,F,0,True,0.0,0
1,1,4,1,-1,0,F,0,True,0.0,0
1,1,4,1,-1,1,F,0,True,0.0,0
1,1,4,1,0,-1,F,0,True,0.0,0
1,1,4,1,0,0,F,0,True,0.0,0
1,1,4,1,0,1,F,0,True,0.0,0
1,1,4,1,1,-1,F,0,True,0.0,0
1,1,4,1,1,0,F,0,True,0.0,0
1,1,4,1,1,1,F,0,True,0.0,0
1,1,-4,1,-1,-1,F,0,True,0.0,0
1,1,-4,1,-1,0,F,0,True,0.0,0
1,1,-4,1,-1,1,F,0,True,0.0,0
1,1,-4,1,0,-1,F,0,True,0.0,0
1,1,-4,1,0,0,F,0,True,0.0,0
1,1,-4,1,0,1,F,0,True,0.0,0
1,1,-4,1,1,-1,F,0,True,0.0,0
1,1,-4,1,1,0,F,0,True,0.0,0
1,1,-4,1,1,1,F,0,True,0.0,0
